index,title,release_date,vote_average
7698,Relic,2020-07-03,6.083
7699,Mais qui a tué Pamela Rose ?,2003-06-04,6.1
7700,The Nutcracker and the Four Realms,2018-10-26,6.082
7701,Kill Your Friends,2015-11-06,6.1
7702,Six Days Seven Nights,1998-06-12,6.082
7703,Hansel & Gretel: Witch Hunters,2013-01-17,6.081
7704,Ben 10 Alien Swarm,2010-03-12,6.081
7705,Cleaner,2007-09-11,6.081
7706,Queen of the Damned,2002-02-10,6.081
7707,Yu-Gi-Oh! The Movie,2004-08-13,6.1
7708,In Darkness,2018-05-25,6.1
7709,After the Dark,2013-07-06,6.079
7710,The Suite Life Movie,2011-03-25,6.079
7711,Ricochet,1991-10-04,6.1
7712,About My Father,2023-05-25,6.078
7713,Scooby-Doo 2: Monsters Unleashed,2004-03-24,6.078
7714,The Wannabes,2022-02-09,6.1
7715,Love & Friendship,2016-05-26,6.077
7716,Wyrmwood: Road of the Dead,2014-09-19,6.077
7717,Inferno,2016-10-13,6.077
7718,Dracula: Dead and Loving It,1995-12-22,6.1
7719,Inferno,1999-09-25,6.1
7720,Teen Spirit,2019-04-12,6.076
7721,Wall Street: Money Never Sleeps,2010-09-20,6.076
7722,Justice League,2017-11-15,6.075
7723,Journey to the Center of the Earth,2008-07-10,6.075
7724,The Last Stand,2013-01-12,6.075
7725,Meet Bill,2007-09-07,6.075
7726,French Twist,1995-01-18,6.1
7727,Restless,2022-02-25,6.074
7728,Just Believe,2018-03-29,6.073
7729,High Lane,2009-06-24,6.1
7730,Tarzan II,2005-06-13,6.073
7731,In the Electric Mist,2009-04-15,6.073
7732,The Deliverance,2024-08-16,6.1
7733,Infinity Pool,2023-01-27,6.1
7734,Crank: High Voltage,2009-04-16,6.1
7735,Eraser,1996-06-21,6.1
7736,I Now Pronounce You Chuck & Larry,2007-07-12,6.072
7737,We're Back! A Dinosaur's Story,1993-11-24,6.071
7738,Tourist Trap,1979-03-14,6.071
7739,Police Academy 2: Their First Assignment,1985-03-28,6.071
7740,Alien Nation,1988-10-07,6.1
7741,Somewhere,2010-09-03,6.07
7742,Alligator,1980-07-02,6.07
7743,Fast Food Nation,2006-11-17,6.1
7744,The Golden Compass,2007-12-04,6.07
7745,Keanu,2016-04-29,6.069
7746,Erased,2012-08-23,6.069
7747,Bedazzled,2000-10-19,6.069
7748,Amsterdam,2022-09-27,6.069
7749,Halloween Ends,2022-10-12,6.066
7750,Burke & Hare,2010-10-29,6.1
7751,Muppets from Space,1999-07-14,6.067
7752,The Story of Us,1999-10-14,6.066
7753,Broken Arrow,1996-02-09,6.066
7754,Krull,1983-07-29,6.065
7755,Interceptor,2022-05-26,6.064
7756,Dumped,2018-04-18,6.064
7757,Double Lover,2017-05-26,6.1
7758,Ali G Indahouse,2002-03-21,6.1
7759,Vivarium,2019-09-07,6.062
7760,Final Score,2018-09-07,6.1
7761,Desperately Seeking Susan,1985-03-29,6.1
7762,Freddy vs. Jason,2003-08-15,6.063
7763,The Invitation,2022-08-24,6.064
7764,The Last Days,2013-03-27,6.1
7765,Home on the Range,2004-04-02,6.1
7766,Stuart Little,1999-12-17,6.062
7767,Harlem Nights,1989-11-17,6.1
7768,Mimic,1997-08-22,6.1
7769,Primeval,2007-01-12,6.1
7770,Aniara,2019-05-17,6.1
7771,Resident Evil: Afterlife,2010-09-09,6.061
7772,Ned Kelly,2003-03-22,6.064
7773,The Pacifier,2005-03-04,6.1
7774,Angel Eyes,2001-05-18,6.1
7775,The F**k-It List,2020-07-01,6.06
7776,The Monuments Men,2014-01-24,6.06
7777,Tequila Sunrise,1988-12-02,6.06
7778,Terminator Salvation,2009-05-20,6.06
7779,The Crazies,1973-03-16,6.1
7780,The Shadow,1994-07-01,6.1
7781,He Even Has Your Eyes,2017-01-18,6.1
7782,April Fool's Day,1986-03-27,6.057
7783,Newness,2017-11-03,6.1
7784,Mister Happiness,2017-01-01,6.1
7785,Into the Storm,2014-08-06,6.1
7786,Carriers,2009-09-04,6.1
7787,The Gendarme and the Creatures from Outer Space,1979-01-31,6.056
7788,Gerry,2002-09-20,6.056
7789,Parker,2013-01-23,6.055
7790,Black Death,2010-06-07,6.055
7791,Murder at 1600,1997-04-18,6.1
7792,Argylle,2024-01-31,6.054
7793,Hotel Artemis,2018-06-07,6.054
7794,Mike and Dave Need Wedding Dates,2016-07-07,6.054
7795,Cyberbully,2011-11-10,6.054
7796,Whatsoeverly,2011-01-21,6.1
7797,Tin Cup,1996-08-16,6.1
7798,Crimes of the Future,2022-05-25,6.053
7799,The Wretched,2019-12-15,6.053
7800,Beach Rats,2017-08-25,6.1
7801,Transformers: The Last Knight,2017-06-16,6.053
7802,All Good Things,2010-12-03,6.055
7803,Never Say Never Again,1983-10-07,6.053
7804,Fist Fight,2017-02-16,6.052
7805,Jennifer Eight,1992-11-06,6.052
7806,Cat People,1982-04-02,6.052
7807,The Chronicles of Riddick: Dark Fury,2004-06-15,6.1
7808,The 355,2022-01-05,6.05
7809,Berberian Sound Studio,2012-08-30,6.1
7810,The Heir Apparent: Largo Winch,2008-12-17,6.051
7811,The Final Cut,2004-10-15,6.051
7812,The Return,2006-11-10,6.1
7813,I Saw the TV Glow,2024-05-03,6.0
7814,The Vanished,2020-08-21,6.0
7815,6 Souls,2010-03-27,6.05
7816,Two for the Money,2005-10-07,6.05
7817,The Sentinel,2006-04-19,6.05
7818,How I Became a Superhero,2020-11-19,6.0
7819,Wonderstruck,2017-10-13,6.049
7820,A Million Ways to Die in the West,2014-05-22,6.049
7821,Fantozzi to the Rescue,1990-12-21,6.0
7822,Dorian Gray,2009-09-09,6.049
7823,The Rocker,2008-08-20,6.049
7824,The Wolf of Snow Hollow,2020-10-23,6.0
7825,The Waterboy,1998-11-06,6.048
7826,Red State,2011-08-19,6.047
7827,My Life Without Me,2003-03-07,6.0
7828,The Paramedic,2020-09-16,6.0
7829,No Filter,2019-04-03,6.046
7830,The Night Eats the World,2018-03-07,6.046
7831,The Brats,2013-04-17,6.046
7832,Nightwatch,1997-01-31,6.0
7833,Blessed Madness,2018-01-11,6.0
7834,Color Out of Space,2019-09-07,6.044
7835,Transcendence,2014-04-16,6.044
7836,Hot Tub Time Machine,2010-03-26,6.044
7837,Suck Me Shakespeer 3,2017-10-26,6.043
7838,Standoff,2016-02-26,6.0
7839,The Intruder,2019-05-03,6.0
7840,Wasp Network,2020-01-29,6.0
7841,Winnie-the-Pooh: Blood and Honey 2,2024-03-26,6.041
7842,6 Days,2017-07-09,6.041
7843,Parallels,2015-03-01,6.041
7844,Starry Eyes,2014-07-29,6.041
7845,And So It Goes,2014-07-10,6.041
7846,Love and Honor,2013-03-22,6.041
7847,Sanctum,2011-02-03,6.0
7848,Halloween H20: 20 Years Later,1998-08-05,6.041
7849,Nurse Betty,2000-08-30,6.041
7850,The Distinguished Gentleman,1992-12-04,6.0
7851,Jingle All the Way,1996-11-21,6.0
7852,Incredible But True,2022-06-15,6.0
7853,Spoiled Brats,2021-09-15,6.04
7854,The Bronze,2016-01-22,6.0
7855,Hotel for Dogs,2009-01-16,6.04
7856,Antitrust,2001-01-11,6.04
7857,Love in the Villa,2022-09-01,6.039
7858,Spooks: The Greater Good,2015-04-11,6.0
7859,Little Nicholas,2009-09-30,6.039
7860,The Peacemaker,1997-09-26,6.0
7861,The Warning,2018-03-10,6.0
7862,Our Kind of Traitor,2016-05-05,6.038
7863,Kristy,2014-08-07,6.0
7864,Carrie,2002-11-04,6.0
7865,The Out-Laws,2023-07-07,6.037
7866,Porno,2019-06-28,6.0
7867,The Rewrite,2014-06-15,6.0
7868,The Den,2013-12-12,6.0
7869,The Weekend Away,2022-03-03,6.036
7870,Maniac,2012-12-26,6.0
7871,The Cheetah Girls,2003-08-15,6.0
7872,The Accidental Spy,2001-01-18,6.0
7873,The Tailor of Panama,2001-03-30,6.036
7874,Flashback,2020-10-08,6.035
7875,The Trouble with You,2018-10-06,6.0
7876,The Children,2008-12-05,6.0
7877,Sleepover,2004-07-09,6.035
7878,Dangerous,2021-11-05,6.0
7879,Carrie,2013-10-16,6.0
7880,Beautiful Creatures,2013-02-13,6.034
7881,The Gate,1987-04-21,6.034
7882,Anna and the Apocalypse,2018-11-30,6.033
7883,Extinction,2018-07-15,6.033
7884,The Possession,2012-08-30,6.0
7885,Despite Everything,2019-03-16,6.0
7886,Point Blank,2019-07-12,6.0
7887,Womb,2010-07-15,6.032
7888,Fortress,1992-12-18,6.0
7889,Lions for Lambs,2007-10-22,6.032
7890,Cocaine Bear,2023-02-22,6.031
7891,The Great Wall,2016-12-16,6.031
7892,Black Sheep,1996-02-01,6.031
7893,The Woman,2011-10-14,6.03
7894,Topaz,1969-12-17,6.0
7895,Significant Other,2022-10-06,6.0
7896,Hypnotic,2021-10-27,6.029
7897,Below,2002-08-11,6.029
7898,Orange County,2002-01-11,6.0
7899,Firefox,1982-06-18,6.0
7900,National Lampoon's Loaded Weapon 1,1993-02-04,6.03
7901,Lonely Hearts,2006-04-30,6.026
7902,The Wizard,1989-12-15,6.029
7903,Mississippi Grind,2015-07-04,6.028
7904,Billy Lynn's Long Halftime Walk,2016-11-10,6.0
7905,Percy Jackson: Sea of Monsters,2013-08-07,6.028
7906,Vegas Vacation,1997-02-13,6.028
7907,The Silence,2019-05-16,6.027
7908,Replicas,2018-10-25,6.0
7909,2:22,2017-06-29,6.027
7910,The Love Punch,2014-01-13,6.027
7911,Ilsa: She Wolf of the SS,1975-10-01,6.0
7912,101 Dalmatians II: Patch's London Adventure,2003-03-02,6.0
7913,I.Q.,1994-12-24,6.027
7914,National Lampoon's Van Wilder,2002-03-29,6.027
7915,Money Talks,1997-08-22,6.027
7916,Full Speed,2016-11-11,6.0
7917,Tracers,2015-01-15,6.026
7918,Get Hard,2015-03-26,6.026
7919,Fletch Lives,1989-03-17,6.026
7920,Franklyn,2008-10-16,6.0
7921,Persuasion,2022-07-01,6.025
7922,Diabolik,2021-12-16,6.0
7923,The Santa Claus Gang,2010-12-17,6.0
7924,Shark Tale,2004-09-20,6.025
7925,The Net,1995-07-28,6.025
7926,Berlin Syndrome,2017-04-20,6.024
7927,Certain Women,2016-09-25,6.024
7928,Killing Them Softly,2012-07-30,6.0
7929,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,6.0
7930,Bee Movie,2007-10-28,6.023
7931,Irresistible,2020-07-01,6.0
7932,All the Old Knives,2022-04-08,6.014
7933,War of the Buttons,2011-09-14,6.0
7934,Jimmy Neutron: Boy Genius,2001-12-14,6.022
7935,Circle,2015-05-28,6.021
7936,Total Recall,2012-08-02,6.021
7937,Gabriel,2007-11-15,6.0
7938,Bandidas,2006-01-18,6.0
7939,Sleepwalkers,1992-04-10,6.0
7940,Mad Dog and Glory,1993-03-05,6.02
7941,Twins,1988-12-09,6.02
7942,The Invasion,2007-08-17,6.02
7943,The Blackening,2023-06-15,6.019
7944,You Should Have Left,2020-06-18,6.019
7945,Mechanic: Resurrection,2016-08-25,6.0
7946,Case départ,2011-07-06,6.0
7947,Solomon Kane,2009-09-16,6.019
7948,The Truth About Cats & Dogs,1996-04-26,6.019
7949,In Good Company,2004-12-29,6.0
7950,The Last Summer,2019-05-03,6.0
7951,The Big Year,2011-10-13,6.0
7952,The Deep House,2021-06-30,6.0
7953,The Marvels,2023-11-08,6.017
7954,Candyman,2021-08-25,6.018
7955,Immortals,2011-11-10,6.017
7956,How to Lose Friends & Alienate People,2008-10-02,6.017
7957,The Human Stain,2003-10-29,6.0
7958,Jack Frost,1998-11-15,6.017
7959,Spanglish,2004-12-17,6.017
7960,Wishmaster,1997-09-19,6.0
7961,Shaft,2000-06-15,6.016
7962,Willy's Wonderland,2021-02-12,6.015
7963,Leaves of Grass,2009-09-13,6.0
7964,Birth,2004-10-29,6.0
7965,Along Came Polly,2004-01-16,6.015
7966,Alvin and the Chipmunks: The Road Chip,2015-12-17,6.014
7967,Grace of Monaco,2014-04-22,6.013
7968,Lovelace,2013-08-08,6.014
7969,The Last Kiss,2006-09-10,6.0
7970,Yamakasi,2001-04-04,6.014
7971,1BR,2019-07-18,6.013
7972,5 Flights Up,2014-05-10,6.0
7973,Werewolves Within,2021-06-25,6.0
7974,The Signal,2014-03-15,6.012
7975,Don Jon,2013-09-12,6.012
7976,Paranormal Activity,2007-09-14,6.012
7977,Timecop,1994-09-15,6.0
7978,Up for Love,2016-05-04,6.011
7979,Poor but Rich,2016-12-15,6.01
7980,The Visitors II: The Corridors of Time,1998-02-11,6.012
7981,We Can Be Heroes,2020-12-25,6.009
7982,Polaroid,2019-01-10,6.009
7983,Kidnapping Mr. Heineken,2015-03-12,6.009
7984,Blind Date,1987-03-27,6.0
7985,Desperados,2020-07-01,6.008
7986,The Gambler,2014-12-25,6.008
7987,The Tuche Family,2011-06-30,6.008
7988,Ong Bak 3,2010-05-05,6.007
7989,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,6.008
7990,The Woman in the Window,2021-05-13,6.007
7991,Stand Up Guys,2012-12-14,6.0
7992,How to Talk to Girls at Parties,2017-10-06,6.0
7993,God's Not Dead,2014-03-21,6.006
7994,Candy Cane Lane,2023-11-29,6.005
7995,The Laundromat,2019-09-27,6.005
7996,Burn,2019-08-23,6.005
7997,Day of the Woman,1978-11-02,6.005
7998,Vertical Limit,2000-12-08,6.0
7999,RoboCop 2,1990-06-22,6.006
8000,Miami Vice,2006-07-27,6.005
8001,Neuilly Yo Mama!,2009-08-12,6.0
8002,The Tall Man,2012-03-19,6.003
8003,A Turtle's Tale: Sammy's Adventures,2010-08-04,6.0
8004,Tarzan & Jane,2002-06-24,6.0
8005,Caligula,1979-08-14,6.0
8006,The Offering,2022-09-23,6.0
8007,Tin & Tina,2023-03-24,6.001
8008,I'm Still Here,2010-09-10,6.001
8009,The Gendarme and the Gendarmettes,1982-10-03,6.001
8010,House of Wax,2005-05-05,6.0
8011,Guarding Tess,1994-03-11,6.0
8012,Life,2015-09-09,6.0
8013,The Fifth Estate,2013-10-11,6.0
8014,The Fox and the Hound 2,2006-11-09,6.0
8015,End of the Road,2022-09-09,5.998
8016,The First Purge,2018-07-04,5.998
8017,About Last Night,2014-02-14,6.0
8018,Another 48 Hrs.,1990-06-08,6.0
8019,The Borrowers,1997-12-05,5.997
8020,The Stuff,1985-06-14,6.0
8021,My Girl 2,1994-02-11,6.0
8022,Celebrity,1998-09-07,5.996
8023,Jaws 2,1978-06-16,6.0
8024,Carter,2022-08-05,6.0
8025,Gretel & Hansel,2020-01-30,6.0
8026,Sharpay's Fabulous Adventure,2011-04-19,6.0
8027,Frozen,2010-02-05,5.995
8028,The Birth of a Nation,1915-02-08,5.995
8029,The Void,2016-09-22,5.994
8030,What to Expect When You're Expecting,2012-05-17,5.994
8031,A Very Harold & Kumar Christmas,2011-11-04,5.994
8032,Poltergeist II: The Other Side,1986-05-23,6.0
8033,Medicine Man,1992-02-07,6.0
8034,Role Play,2023-12-14,6.0
8035,Jack Reacher: Never Go Back,2016-10-19,5.993
8036,Fighting,2009-04-24,6.0
8037,Guess Who,2005-03-25,6.0
8038,Austin Powers in Goldmember,2002-07-26,5.993
8039,Larry Crowne,2011-06-30,5.992
8040,Mission to Mars,2000-03-10,5.992
8041,Afraid,2024-08-28,5.991
8042,Eli,2019-10-18,5.991
8043,The Nut Job 2: Nutty by Nature,2017-08-11,5.991
8044,A Boss in the Living Room,2014-01-01,6.0
8045,Adult World,2014-02-14,5.991
8046,The Twilight Saga: New Moon,2009-11-18,5.991
8047,My Big Fat Greek Wedding 2,2016-03-23,6.0
8048,The Seventh Sign,1988-04-01,6.0
8049,The 6th Day,2000-11-17,6.0
8050,Breaking In,2018-05-05,6.0
8051,Tragedy Girls,2017-10-20,5.989
8052,Die Another Day,2002-11-17,5.989
8053,The Last House on the Left,1972-08-30,5.989
8054,Georgia Rule,2007-05-10,6.0
8055,The Relic,1997-01-10,5.989
8056,While We're Young,2015-04-03,6.0
8057,Friends with Kids,2012-03-09,6.0
8058,Extreme Measures,1996-09-27,6.0
8059,The Fan,1996-08-15,5.988
8060,Crush,2013-03-13,5.987
8061,Saw 3D,2010-10-22,5.987
8062,Hard to Kill,1990-02-09,6.0
8063,Wilson,2017-03-24,5.986
8064,Good Kill,2015-04-09,6.0
8065,Red Riding Hood,2011-03-10,5.986
8066,The Valet,2006-03-29,5.986
8067,Dead Snow,2009-01-09,5.986
8068,Asterix & Obelix Take on Caesar,1999-02-03,5.986
8069,The Boondock Saints II: All Saints Day,2009-11-24,6.0
8070,Boys and Girls,2000-06-16,6.0
8071,The Desperate Hour,2021-09-12,6.0
8072,The Arrival,1996-05-31,5.984
8073,Deuce Bigalow: Male Gigolo,1999-12-10,5.984
8074,Dragnet,1987-06-23,5.984
8075,Sudden Death,1995-10-27,5.984
8076,London,2005-09-03,5.984
8077,Imaginary,2024-03-06,5.983
8078,Diabolik - Ginko Attacks,2022-11-17,5.983
8079,The Dark Half,1993-04-23,6.0
8080,The Cable Guy,1996-06-10,5.983
8081,Deep Blue Sea,1999-07-28,6.0
8082,Scream 3,2000-02-04,5.983
8083,Mother's Day,2016-04-28,5.982
8084,The Last Witch Hunter,2015-10-21,5.982
8085,Triple 9,2016-02-19,5.982
8086,Parental Guidance,2012-12-25,5.982
8087,Flight of the Phoenix,2004-12-17,6.0
8088,Snow White and the Huntsman,2012-05-30,5.981
8089,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984-08-10,5.981
8090,Ken Park,2003-01-30,5.981
8091,Take Me Home Tonight,2011-03-04,6.0
8092,Bringing Down the House,2003-03-07,6.0
8093,Knockaround Guys,2001-11-30,6.0
8094,The Takedown,2022-05-06,6.0
8095,"I Love You, Beth Cooper",2009-07-10,5.979
8096,Ghost Ship,2002-10-25,5.978
8097,Fatale,2020-12-18,6.0
8098,12 Feet Deep,2018-11-08,6.0
8099,Morbius,2022-03-30,5.975
8100,Close,2019-02-22,5.977
8101,Casper Meets Wendy,1998-09-10,6.0
8102,The Babysitters,2008-05-09,6.0
8103,An American Werewolf in Paris,1997-05-29,5.974
8104,Blue Crush,2002-08-08,5.977
8105,A Fantastic Back and Forth,2013-12-12,6.0
8106,Batman v Superman: Dawn of Justice,2016-03-23,5.976
8107,Out of the Blue,2013-03-14,6.0
8108,Surveillance,2008-02-08,6.0
8109,Passenger 57,1992-11-06,5.976
8110,10 Days with Dad,2020-02-19,5.975
8111,Anon,2018-05-03,5.975
8112,Jennifer's Body,2009-09-18,5.975
8113,Calvaire,2005-03-09,6.0
8114,The Black Demon,2023-04-26,6.0
8115,XOXO,2016-08-26,6.0
8116,Get Him to the Greek,2010-06-03,5.972
8117,Emmanuelle,1974-06-25,6.0
8118,Lord of Illusions,1995-08-25,6.0
8119,Captain Corelli's Mandolin,2001-04-18,5.974
8120,Sister Death,2023-10-05,5.971
8121,Dark Phoenix,2019-06-05,5.97
8122,The Overnight,2015-06-19,6.0
8123,Species,1995-07-07,5.972
8124,Love the Coopers,2015-11-12,6.0
8125,I Love You in Every Language in the World,2005-12-16,6.0
8126,The Men Who Stare at Goats,2009-10-17,5.97
8127,S1m0ne,2002-08-23,6.0
8128,The League of Extraordinary Gentlemen,2003-07-11,5.97
8129,A Castle for Christmas,2021-11-26,5.969
8130,65,2023-03-02,5.97
8131,PG: Psycho Goreman,2020-10-29,5.958
8132,Wrong Turn,2021-01-26,5.965
8133,The Pool,2018-09-27,6.0
8134,Gloria Bell,2019-03-07,5.969
8135,Paradise Hills,2019-08-29,6.0
8136,I Know What You Did Last Summer,1997-10-17,5.969
8137,Resident Evil: Welcome to Raccoon City,2021-11-24,5.969
8138,The Sacrament,2013-09-02,5.968
8139,G.B.F.,2014-01-17,6.0
8140,The Key,1983-10-19,6.0
8141,Superdeep,2020-11-04,6.0
8142,Fatal,2010-06-16,6.0
8143,Wild Hogs,2007-03-02,5.967
8144,Walk of Shame,2014-05-02,5.965
8145,Dual,2022-03-18,6.0
8146,Antiviral,2012-09-19,6.0
8147,The American,2010-08-31,5.964
8148,Barbarella,1968-10-10,5.965
8149,Elvis & Nixon,2016-03-22,5.964
8150,Mr. Popper's Penguins,2011-06-17,5.964
8151,Angels in the Outfield,1994-07-15,5.964
8152,Tokyo Gore Police,2008-10-04,6.0
8153,Thick as Thieves,2009-01-09,6.0
8154,The Big Hit,1998-04-24,5.964
8155,The Baytown Outlaws,2012-08-27,5.963
8156,Beyond Re-Animator,2003-04-04,6.0
8157,Goal II: Living the Dream,2007-02-09,5.963
8158,iBoy,2017-01-27,5.962
8159,Pan,2015-09-24,5.962
8160,Would You Rather,2013-02-08,5.959
8161,When in Rome,2002-11-26,5.962
8162,Leviathan,1989-03-17,6.0
8163,Scary Movie 3,2003-10-24,5.962
8164,The Escort,2015-11-05,6.0
8165,The Boy,2016-01-22,6.0
8166,The Santa Clause 2,2002-09-29,5.961
8167,Prime,2005-09-21,5.961
8168,Intrusion,2021-09-22,5.96
8169,Voyagers,2021-04-08,5.96
8170,Open Grave,2013-08-13,5.96
8171,No One Lives,2013-03-09,6.0
8172,Lakeview Terrace,2008-09-19,6.0
8173,Bring It On Again,2004-01-13,5.959
8174,EDtv,1999-03-26,5.959
8175,Between Two Ferns: The Movie,2019-09-20,5.958
8176,Stowaway,2021-06-24,5.958
8177,The Meddler,2016-04-05,6.0
8178,Point Break,2015-12-03,5.958
8179,Killers,2010-06-04,5.958
8180,The Lazarus Project,2008-10-24,6.0
8181,Doomsday,2008-03-14,5.958
8182,The Nines,2007-01-21,6.0
8183,The Marine,2006-10-13,6.0
8184,Baby Mama,2008-04-25,5.958
8185,Meander,2021-07-01,6.0
8186,Open Season: Scared Silly,2015-12-18,6.0
8187,War of the Buttons,2011-09-21,6.0
8188,Imagine That,2009-06-19,6.0
8189,"Little Indian, Big City",1994-12-14,5.957
8190,Die Hart,2023-02-22,6.0
8191,Under Paris,2024-06-04,6.0
8192,Cry Macho,2021-09-16,6.0
8193,Zoe,2018-07-19,5.956
8194,The Ones Below,2016-03-11,6.0
8195,Term Life,2016-04-29,6.0
8196,Deadfall,2012-11-08,6.0
8197,I'll Be Home for Christmas,1998-11-13,6.0
8198,The Immature: The Trip,2012-01-04,6.0
8199,Paranormal Activity: Tokyo Night,2010-11-20,5.955
8200,When in Rome,2010-01-29,6.0
8201,Ghosts of Girlfriends Past,2009-05-01,5.954
8202,The Courier,2019-11-22,6.0
8203,Blonde,2022-09-16,6.0
8204,She's Funny That Way,2015-04-22,6.0
8205,The Oxford Murders,2008-01-18,5.953
8206,Who's Harry Crumb?,1989-02-03,6.0
8207,Tanguy,2001-11-21,5.953
8208,Rim of the World,2019-05-24,5.954
8209,Grand Piano,2013-10-11,6.0
8210,The Delta Force,1986-02-14,5.952
8211,Zardoz,1974-02-06,5.952
8212,Child's Play,2019-06-19,5.951
8213,National Security,2003-01-17,6.0
8214,Come to Daddy,2019-04-25,6.0
8215,Silent Night,2021-12-03,5.945
8216,Acts of Vengeance,2017-10-27,5.9
8217,Rampage,2009-09-27,5.949
8218,Unaccompanied Minors,2006-12-08,5.9
8219,Grimsby,2016-02-24,5.948
8220,Victor Frankenstein,2015-11-10,5.9
8221,Igor,2008-09-19,5.9
8222,"New York, I Love You",2008-09-06,5.9
8223,D3: The Mighty Ducks,1996-10-04,5.9
8224,The Monkey,2025-02-14,5.887
8225,Backcountry,2015-03-20,5.947
8226,Mindcage,2022-12-16,5.946
8227,Sisters,2015-12-18,5.946
8228,Someone Like You...,2001-03-30,5.946
8229,Private Benjamin,1980-10-06,5.946
8230,Absolution,2024-10-31,5.9
8231,Studio 666,2022-02-24,5.945
8232,Almost Christmas,2016-11-11,5.9
8233,Mars Needs Moms,2011-03-09,5.945
8234,Monster Family,2017-08-24,5.9
8235,Alien Abduction,2014-04-04,5.9
8236,Creep,2004-08-10,5.944
8237,Dark Star,1974-03-30,5.9
8238,The Tournament,2009-05-01,5.9
8239,Deception,2008-04-24,5.9
8240,The Jungle Book,1994-12-23,5.943
8241,24 Hours to Live,2017-10-26,5.942
8242,Love Is in the Air,2013-04-02,5.942
8243,Sorry if I Love You,2008-01-25,5.9
8244,Hollow Man,2000-08-04,5.9
8245,The Package,2018-08-10,5.941
8246,The 5th Wave,2016-01-14,5.9
8247,A Haunted House,2013-01-11,5.941
8248,Broken City,2013-01-18,5.941
8249,Intolerable Cruelty,2003-09-02,5.941
8250,xXx,2002-08-09,5.939
8251,Alexander,2004-11-21,5.94
8252,Truth or Dare,2018-04-12,5.939
8253,Transformers: Age of Extinction,2014-06-25,5.939
8254,Terminator Genisys,2015-06-23,5.939
8255,The Queen's Corgi,2019-02-13,5.9
8256,Ravenous,2017-09-23,5.9
8257,Cop Car,2015-07-08,5.9
8258,No Good Deed,2014-09-10,5.9
